Intensidade de luz, canal A vsPosição angular, canais 1 e 2(&2), Série n.º 3
Posição angular, canais 1 e 2(&2) ( graus )	Intensidade de luz, canal A ( % do máx. )
898,8	6,2
908,7	5,0
919,2	3,3
930,2	6,0
942,3	1,3
953,3	3,4
965,0	1,6
976,8	-0,3
989,0	1,6
1001,0	-2,1
1012,0	0,0
1022,8	-2,6
1034,5	-4,0
1047,8	-1,8
1063,0	-6,2
1078,3	-4,3
1093,5	-5,9
1107,0	-7,8
1119,0	-5,5
1131,5	-9,3
1144,5	-7,5
1157,8	-9,1
1171,3	-11,7
1183,5	-10,3
1197,3	-14,3
1211,3	-13,3
1224,7	-15,3
1238,5	-17,7
1252,5	-15,4
1267,0	-20,5
1282,3	-19,1
1298,3	-20,8
1313,0	-23,7
1327,5	-21,6
1342,5	-26,4
1357,8	-25,4
1373,2	-26,8
1386,5	-29,9
1400,5	-28,1
1413,7	-32,2
1428,2	-31,3
1442,8	-33,1
1456,5	-35,7
1469,5	-33,5
1481,5	-38,1
1493,3	-36,2
1504,8	-37,6
1515,8	-40,5
1527,3	-38,1
1539,0	-41,7
1551,5	-40,9
1563,5	-41,8
1576,8	-44,6
1590,3	-42,2
1602,8	-46,2
1615,0	-45,1
1625,8	-46,1
1635,7	-48,7
1646,0	-46,2
1655,5	-50,5
1665,5	-49,3
1675,8	-49,4
1685,5	-52,6
1695,3	-50,3
1705,0	-54,4
1715,3	-52,9
1724,7	-52,9
1734,3	-55,9
1744,3	-53,5
1754,8	-57,2
1765,8	-56,0
1777,3	-56,1
1786,8	-58,9
1797,3	-56,2
1807,8	-60,0
1817,0	-58,9
1827,5	-58,7
1839,8	-62,0
1851,0	-59,5
1861,3	-63,4
1869,5	-61,9
1877,5	-62,2
1886,5	-64,9
1896,5	-61,9
1906,0	-66,1
1916,7	-64,7
1928,2	-64,8
1940,5	-67,4
1952,0	-64,3
1962,5	-68,0
1971,5	-67,1
1981,8	-67,1
1992,0	-69,4
2001,5	-66,4
2012,5	-69,7
2023,0	-68,9
2033,2	-68,5
2043,2	-71,3
2052,0	-68,0
2060,5	-71,5
2068,5	-70,3
2077,3	-69,7
2086,3	-72,5
2094,7	-69,2
2104,0	-72,3
2111,7	-71,5
2119,2	-71,0
2126,0	-72,9
2133,0	-70,5
2139,8	-73,4
2148,8	-72,3
2158,5	-71,4
2168,2	-74,7
2179,7	-71,9
2191,7	-74,1
2203,8	-74,2
2214,0	-72,6
2225,0	-76,0
2236,7	-72,7
2246,7	-76,2
2257,0	-75,2
2267,8	-73,8
2278,5	-77,6
2289,5	-74,1
2300,5	-77,2
2312,0	-76,7
2323,2	-75,5
2332,7	-78,8
2342,5	-75,5
2352,3	-78,0
2361,2	-78,0
2369,5	-76,7
2378,5	-79,8
2388,7	-76,8
2399,2	-78,9
2410,2	-78,9
2421,0	-77,5
2432,2	-81,2
2444,7	-77,3
2458,2	-80,1
2471,7	-79,9
2484,5	-78,2
2497,3	-81,6
2510,7	-78,5
2524,5	-81,2
2539,0	-80,6
2552,5	-79,1
2564,5	-82,7
2575,0	-79,6
2584,5	-81,4
2594,8	-81,7
2606,0	-79,4
2617,7	-83,2
2630,2	-80,6
2641,5	-82,4
2653,5	-82,5
2664,8	-80,2
2676,2	-83,8
2688,0	-81,2
2700,5	-83,0
2712,0	-83,4
2725,2	-80,9
2738,5	-84,6
2752,5	-81,7
2765,5	-83,7
2777,5	-84,0
2790,0	-81,9
2802,0	-85,3
2813,7	-81,9
2823,5	-83,9
2832,0	-84,1
2840,7	-82,0
2848,5	-85,3
2855,7	-82,4
2862,5	-84,1
2871,0	-85,0
2879,2	-82,7
2886,8	-85,8
2894,5	-82,7
2902,5	-84,0
2910,0	-85,3
2916,3	-82,1
2922,2	-86,0
2927,2	-83,3
2932,3	-84,3
2937,5	-85,8
2942,7	-82,4
2948,2	-85,9
2954,0	-83,8
2960,0	-84,5
2965,7	-85,5
2972,3	-82,7
2978,8	-86,9
2983,7	-83,5
2986,5	-84,8
2988,7	-85,9
2991,5	-82,5
2993,2	-86,4
2994,5	-83,8
2995,3	-84,8
2996,0	-86,3
2996,5	-82,3
2996,7	-86,7
2996,7	-84,0
2996,7	-84,4
2996,7	-86,3
2996,5	-83,4
2996,5	-86,6
2996,5	-84,7
2996,2	-84,3
2996,2	-86,4
2996,2	-83,3
2996,2	-85,7
2996,2	-84,0
2996,2	-84,3
2996,2	-86,1
2996,0	-82,7
2996,0	-86,7
2996,0	-84,2
2996,0	-83,9
2996,0	-86,3
2996,0	-82,8
2996,0	-86,1
2996,0	-84,6
2996,0	-84,1
2996,0	-86,2
2996,0	-82,6
2996,0	-86,3
2996,0	-84,6
2996,0	-84,6
2995,8	-86,6
2995,8	-83,6
2995,8	-85,8
