Intensidade de luz, canal A vsPosição angular, canais 1 e 2(&2), Série n.º 5
Posição angular, canais 1 e 2(&2) ( graus )	Intensidade de luz, canal A ( % do máx. )
730,2	66,2
739,0	64,3
749,0	69,0
758,5	66,7
767,7	68,4
777,5	70,3
786,2	68,4
796,2	71,6
807,8	68,8
818,5	70,3
829,0	71,0
839,7	66,8
850,5	69,7
861,5	65,5
873,5	65,4
885,2	65,1
897,3	61,0
909,5	63,0
922,5	58,0
936,0	56,8
949,7	56,3
963,5	51,5
979,0	52,5
993,0	47,7
1006,0	47,2
1019,8	45,9
1032,8	41,5
1045,8	43,2
1059,0	38,6
1073,0	37,9
1086,5	37,5
1098,5	33,3
1110,3	35,7
1121,8	31,9
1132,8	31,4
1143,3	31,6
1154,0	27,2
1164,8	29,0
1175,8	25,6
1187,3	24,8
1198,3	24,3
1208,3	19,9
1218,8	22,1
1229,0	18,2
1239,3	17,6
1248,5	16,9
1257,8	13,0
1267,3	15,6
1277,3	11,2
1287,0	10,9
1295,8	10,3
1304,3	6,4
1313,5	8,6
1323,8	4,7
1334,8	3,7
1346,3	4,4
1358,0	-0,2
1368,5	2,1
1379,0	-2,1
1389,3	-2,9
1399,3	-3,4
1410,0	-7,5
1421,0	-5,8
1432,3	-10,4
1443,0	-10,6
1453,5	-9,7
1463,3	-14,2
1472,7	-11,3
1482,0	-15,3
1491,2	-15,5
1502,2	-15,1
1513,2	-19,5
1523,0	-17,2
1533,0	-21,1
1543,3	-21,1
1553,2	-20,8
1564,3	-24,6
1574,8	-22,3
1583,5	-26,5
1592,3	-26,7
1601,2	-26,5
1610,0	-30,3
1619,5	-27,9
1631,3	-31,9
1645,5	-32,3
1659,8	-32,6
1674,3	-36,2
1688,3	-34,0
1701,5	-37,5
1713,7	-37,6
1726,0	-37,5
1739,3	-41,4
1752,8	-38,6
1767,5	-42,2
1781,3	-42,6
1795,5	-42,2
1808,0	-46,2
1821,8	-44,0
1836,8	-47,7
1853,0	-48,2
1868,2	-47,9
1884,5	-52,0
1899,7	-49,2
1915,5	-53,4
1931,0	-53,4
1947,3	-52,7
1964,0	-57,1
1981,3	-54,4
1997,0	-57,4
2012,7	-57,3
2028,2	-56,5
2043,8	-60,6
2060,2	-57,6
2079,0	-61,3
2098,5	-61,0
2119,2	-59,9
2142,8	-63,7
2168,0	-61,4
2192,5	-64,5
2215,5	-65,0
2237,2	-64,0
2257,5	-68,0
2278,0	-65,0
2298,2	-68,7
2317,0	-68,7
2335,5	-67,7
2355,0	-71,0
2375,3	-68,7
2395,5	-71,3
2414,0	-71,4
2433,0	-69,7
2454,0	-73,6
2476,5	-70,2
2500,5	-73,1
2525,0	-73,6
2550,5	-72,2
2576,5	-75,7
2602,0	-72,4
2627,2	-75,4
2650,0	-75,5
2669,7	-74,4
2687,7	-77,5
2703,2	-74,4
2719,3	-76,9
2735,5	-77,3
2751,2	-74,9
2764,0	-78,9
2777,7	-75,5
2792,7	-77,8
2807,3	-78,1
2819,3	-76,5
2831,5	-79,6
2843,7	-76,6
2856,3	-79,0
2870,0	-79,1
2882,8	-77,0
2895,2	-80,5
2907,7	-77,5
2920,5	-79,5
2933,7	-79,5
2947,0	-77,5
2960,8	-81,2
2977,0	-77,8
2989,0	-80,4
2995,5	-80,4
2999,5	-78,2
3001,0	-81,4
3000,7	-78,1
3000,2	-80,9
3000,0	-80,7
3000,0	-78,6
2999,8	-82,0
2999,8	-79,0
2999,8	-80,7
2999,5	-80,7
2999,5	-78,5
2999,5	-82,0
2999,5	-78,9
2999,5	-80,7
2999,5	-81,1
2999,3	-79,0
2999,3	-82,2
2999,3	-79,1
2999,3	-81,0
2999,3	-81,2
2999,3	-78,8
2999,3	-81,9
2999,3	-79,0
2999,3	-80,7
2999,0	-81,1
2999,0	-78,6
2999,0	-82,5
2999,0	-78,6
