Intensidade de luz, canal A vsPosição angular, canais 1 e 2(&2), Série n.º 5
Posição angular, canais 1 e 2(&2) ( graus )	Intensidade de luz, canal A ( % do máx. )
243,5	-2,1
249,0	-4,6
254,5	-3,3
260,0	-7,3
265,5	-6,0
270,5	-6,9
276,3	-9,0
281,7	-6,8
287,0	-9,9
292,5	-9,5
297,8	-9,9
303,5	-12,5
309,5	-9,8
316,3	-13,0
322,5	-12,0
329,5	-12,9
336,2	-14,2
342,7	-12,4
349,0	-15,7
355,0	-14,3
360,5	-14,9
366,7	-16,6
373,5	-14,4
380,0	-17,5
387,0	-15,5
394,0	-16,0
401,2	-17,7
408,5	-15,4
415,0	-17,8
420,8	-16,8
426,0	-16,8
430,7	-18,1
436,0	-15,3
441,5	-18,1
446,7	-15,6
451,7	-15,8
457,0	-16,5
462,5	-13,4
467,7	-15,1
473,2	-12,4
478,5	-11,7
483,3	-11,4
487,7	-7,1
492,0	-8,5
496,3	-4,6
500,8	-3,9
505,5	-2,7
510,2	2,1
514,7	2,1
518,7	6,1
522,5	8,8
526,0	10,3
529,2	14,8
532,5	14,6
535,7	19,2
539,2	21,2
543,0	22,8
547,2	27,6
551,7	28,0
556,5	33,5
561,2	36,0
566,5	38,3
571,7	44,6
577,0	45,7
582,2	51,3
587,5	54,0
592,7	55,9
597,7	62,2
602,7	62,7
608,3	68,0
614,0	70,8
619,7	72,3
626,0	77,5
632,7	77,8
639,2	82,8
645,5	85,4
651,7	87,3
657,2	92,0
662,5	91,5
667,7	95,9
673,2	97,2
679,2	98,2
684,7	102,5
691,0	101,7
697,8	105,1
705,0	106,1
712,8	106,0
720,5	109,6
728,3	107,8
734,8	111,2
741,0	112,0
747,0	112,0
753,2	115,5
759,7	113,3
766,7	116,1
774,0	115,0
781,5	114,7
788,7	116,9
796,2	115,0
804,3	116,7
813,0	115,9
820,8	114,7
829,3	117,2
838,5	114,1
847,5	115,9
855,5	114,6
863,5	113,0
871,3	114,8
879,5	111,5
888,7	112,8
898,8	110,6
908,5	108,4
919,2	109,4
930,0	105,0
940,3	106,1
950,3	103,7
961,3	101,6
971,7	102,7
982,8	97,8
994,0	99,0
1006,0	96,5
1017,3	94,0
1028,0	94,7
1038,7	91,3
1049,3	92,2
1059,5	90,5
1070,5	88,8
1083,5	89,7
1097,0	85,5
1111,0	87,0
1124,8	85,8
1137,8	83,9
1151,5	84,8
1165,3	80,9
1178,5	81,9
1192,0	79,8
1205,8	77,2
1220,5	77,3
1236,3	72,7
1252,2	73,0
1268,0	69,5
1283,3	66,6
1298,0	67,2
1313,0	62,2
1327,5	62,8
1341,3	60,1
1355,0	57,3
1368,5	57,4
1382,5	52,9
1395,8	52,7
1409,5	50,3
1424,8	47,7
1440,5	47,7
1455,5	43,5
1470,3	43,8
1484,8	41,3
1498,8	39,3
1512,5	39,4
1526,2	35,8
1539,0	36,6
1551,3	34,1
1563,0	32,1
1575,7	32,9
1588,7	28,3
1602,5	29,8
1614,8	27,5
1627,0	25,0
1639,8	25,9
1652,3	22,3
1665,2	23,8
1678,2	20,8
1692,0	18,7
1705,5	19,7
1718,8	16,1
1732,7	16,9
1747,3	15,1
1763,5	13,0
1780,5	13,8
1796,8	9,8
1812,8	11,2
1828,3	9,1
1845,5	6,7
1862,0	7,8
1878,8	4,2
1895,5	5,1
1914,0	3,2
1932,8	0,9
1952,5	1,7
1973,5	-1,5
1997,7	-0,3
2023,5	-2,8
2047,7	-4,8
2072,7	-3,7
2099,2	-7,0
2124,5	-5,5
2148,0	-7,8
2172,2	-9,4
2196,8	-8,5
2220,0	-11,7
2241,2	-10,5
2260,7	-12,2
2277,0	-13,5
2291,0	-12,2
2304,5	-15,8
2316,3	-13,4
2327,0	-15,4
2337,2	-16,2
2347,2	-15,0
2358,7	-17,5
2371,5	-15,6
2385,7	-17,0
2401,0	-18,0
2418,0	-16,3
2436,0	-19,2
2454,2	-17,9
2472,7	-18,5
2490,2	-19,6
2508,0	-18,2
2527,0	-21,1
2545,5	-19,4
2564,7	-20,5
2583,7	-21,8
2602,3	-19,9
2622,5	-23,3
2644,0	-20,8
2664,0	-22,6
2684,5	-23,4
2706,0	-21,8
2727,5	-24,7
2750,2	-22,8
2773,5	-24,1
2795,5	-25,1
2818,5	-23,0
2841,5	-26,1
2863,2	-23,9
2884,8	-24,8
2905,3	-26,0
2923,0	-24,1
2939,3	-26,9
2955,2	-24,9
2971,7	-25,9
2991,7	-27,2
3012,2	-25,2
3028,3	-28,2
3044,3	-25,8
3061,2	-26,9
3080,7	-27,9
3100,2	-26,2
3118,7	-28,6
3136,5	-26,7
3155,2	-27,9
3173,0	-28,5
3191,0	-26,6
3211,0	-29,3
3230,8	-27,5
3247,3	-28,5
3262,3	-29,0
3276,0	-27,4
3289,2	-30,4
3301,7	-28,2
3314,0	-29,0
3325,5	-29,6
3336,5	-27,8
3347,3	-30,3
3359,8	-27,5
3372,5	-29,8
3384,8	-29,6
3394,7	-27,6
3402,5	-30,9
3408,7	-28,4
3412,3	-29,5
3413,2	-30,1
3413,5	-27,8
3413,0	-30,4
3412,5	-28,0
3412,5	-29,7
3412,3	-30,4
3412,3	-27,8
3412,0	-31,0
3412,0	-28,6
3412,0	-29,5
3412,0	-29,8
3411,7	-28,2
3411,7	-31,0
3411,7	-29,0
3411,7	-29,9
3411,7	-30,1
3411,7	-28,6
3411,7	-30,7
3411,5	-28,4
3411,5	-29,6
3411,5	-30,0
3411,5	-28,8
3411,5	-31,0
3411,5	-28,9
3411,5	-29,7
3411,5	-30,1
3411,5	-28,5
3411,5	-30,8
3411,5	-28,7
3411,5	-29,8
3411,5	-30,4
3411,5	-28,2
3411,2	-30,9
3411,2	-28,7
3411,2	-30,0
3411,2	-30,2
3411,2	-28,3
3411,2	-31,3
3411,2	-28,8
3411,2	-30,3
3411,2	-29,9
3411,2	-28,5
