Intensidade de luz, canal A vsPosição angular, canais 1 e 2(&2), Série n.º 4
Posição angular, canais 1 e 2(&2) ( graus )	Intensidade de luz, canal A ( % do máx. )
517,3	-5,5
522,2	-3,3
526,7	0,2
530,7	0,1
535,2	4,9
539,5	5,4
543,7	7,7
548,2	11,3
552,7	11,6
557,7	16,6
563,0	17,3
568,5	20,4
573,5	24,3
578,5	24,5
583,5	30,0
589,0	30,3
594,2	33,4
599,5	37,8
604,5	37,4
609,7	42,7
615,8	43,3
621,5	45,6
627,0	49,2
633,5	49,5
641,7	54,0
649,5	55,6
658,0	58,1
667,2	62,1
676,2	63,1
685,7	68,1
695,5	69,4
705,0	71,8
714,2	75,5
722,8	74,9
731,2	79,4
738,7	79,2
746,5	81,0
753,7	83,5
760,3	81,9
767,2	85,5
774,2	85,0
780,8	85,3
787,5	87,6
794,2	85,8
801,8	88,6
809,5	87,4
817,3	87,7
825,3	89,4
834,0	87,4
843,5	88,9
853,0	88,1
863,3	87,1
875,0	89,0
887,2	86,1
900,3	87,4
914,5	86,1
928,8	84,6
942,0	85,0
955,5	82,1
969,2	82,7
982,5	80,4
997,3	79,4
1013,5	78,9
1029,5	74,9
1044,3	75,5
1058,8	72,7
1072,8	71,0
1089,0	71,7
1105,8	67,1
1122,8	68,8
1140,5	66,4
1160,3	64,5
1180,5	64,9
1200,5	60,7
1220,3	61,0
1239,3	58,3
1257,5	55,9
1276,2	56,5
1296,5	51,7
1317,3	52,6
1337,5	49,2
1358,8	46,3
1379,5	46,0
1399,3	41,6
1418,0	42,1
1437,3	38,4
1454,8	35,3
1469,3	36,0
1482,3	31,6
1494,3	32,2
1506,8	30,9
1519,3	28,5
1532,2	30,2
1546,3	25,9
1560,5	26,7
1575,2	25,1
1590,3	22,9
1607,2	23,9
1623,2	20,0
1638,5	20,7
1654,0	18,9
1670,8	16,6
1686,8	16,9
1702,3	13,7
1718,2	14,1
1734,5	12,5
1750,5	10,0
1767,0	10,7
1782,5	7,5
1797,5	8,4
1811,5	7,3
1826,2	4,7
1840,0	5,9
1854,5	2,4
1868,2	3,2
1883,0	2,0
1898,5	-0,1
1916,0	1,1
1934,3	-2,7
1953,0	-1,8
1971,5	-2,9
1990,0	-5,2
2010,0	-3,9
2029,2	-7,1
2048,7	-6,0
2068,5	-7,3
2087,8	-9,3
2105,3	-7,3
2121,7	-10,3
2137,0	-9,7
2152,2	-10,7
2167,8	-12,5
2182,5	-10,3
2196,2	-13,8
2209,7	-12,2
2223,2	-12,7
2236,5	-15,3
2251,8	-13,2
2266,5	-16,0
2281,2	-14,5
2297,5	-15,0
2313,7	-17,5
2329,5	-15,1
2345,2	-18,4
2359,7	-16,8
2374,5	-17,4
2390,2	-19,2
2407,2	-17,4
2424,2	-19,6
2440,5	-18,7
2457,0	-18,7
2474,2	-21,2
2493,2	-18,2
2511,0	-21,2
2527,8	-20,7
2543,0	-20,5
2558,7	-22,1
2574,8	-19,5
2592,0	-22,5
2610,0	-21,6
2630,0	-21,6
2650,5	-23,4
2669,7	-21,5
2690,2	-23,5
2712,5	-22,9
2733,0	-22,8
2753,0	-25,1
2774,2	-22,3
2795,0	-25,2
2814,3	-24,4
2832,7	-23,4
2850,5	-26,3
2870,2	-23,4
2889,5	-26,3
2907,3	-25,3
2923,8	-24,7
2939,3	-26,9
2953,8	-24,6
2968,2	-26,7
2982,5	-26,0
3001,2	-25,2
3018,0	-27,7
3032,7	-25,0
3047,3	-27,1
3061,7	-26,3
3076,2	-25,9
3090,0	-28,0
3103,2	-25,7
3116,0	-27,7
3127,7	-27,3
3139,2	-26,5
3150,2	-28,8
3161,0	-26,2
3170,5	-28,2
3180,7	-28,3
3191,5	-27,0
3203,0	-29,8
3213,7	-26,7
3222,7	-28,6
3230,8	-28,4
3238,0	-27,3
3246,0	-29,6
3254,7	-27,2
3264,8	-28,8
3275,0	-28,6
3284,0	-27,4
3292,3	-29,9
3299,5	-27,4
3304,7	-29,3
3308,2	-29,2
3311,5	-27,7
3314,3	-30,1
3316,0	-27,6
3317,2	-29,0
3318,7	-28,6
3319,5	-27,3
3319,8	-29,8
3319,5	-27,5
3319,2	-29,3
3319,0	-29,6
3319,0	-27,6
3318,7	-29,9
3318,7	-28,0
3318,7	-29,1
3318,5	-28,9
3318,5	-27,8
3318,5	-30,1
3318,5	-27,7
3318,5	-29,3
3318,3	-29,3
3318,3	-28,2
3318,3	-30,1
3318,3	-27,8
3318,3	-29,1
3318,3	-29,1
3318,3	-27,7
3318,3	-30,3
3318,3	-27,7
3318,3	-29,3
3318,0	-29,8
3318,0	-28,0
3318,0	-30,5
3318,0	-28,0
3318,0	-28,9
3318,0	-29,3
3318,0	-27,9
3318,0	-30,1
3318,0	-28,1
3318,0	-29,0
3318,0	-29,6
3318,0	-27,5
3318,0	-30,3
3318,0	-28,0
3318,0	-29,4
