Intensidade de luz, canal A vsPosição angular, canais 1 e 2(&2), Série n.º 2
Posição angular, canais 1 e 2(&2) ( graus )	Intensidade de luz, canal A ( % do máx. )
851,0	-16,3
861,3	-19,9
870,3	-18,0
879,3	-17,3
887,2	-19,9
896,5	-16,2
906,7	-19,5
917,5	-17,9
929,2	-18,1
942,3	-20,8
954,3	-17,7
965,3	-21,2
975,5	-20,0
987,5	-19,5
998,5	-22,7
1009,8	-19,9
1020,5	-23,8
1031,8	-22,6
1044,0	-22,5
1054,7	-25,9
1065,0	-22,8
1075,3	-26,7
1086,5	-25,8
1099,0	-25,5
1112,3	-28,6
1125,8	-25,4
1142,0	-29,1
1159,8	-28,0
1177,5	-27,8
1195,0	-31,6
1212,8	-28,7
1229,0	-32,5
1243,8	-32,5
1258,8	-32,5
1273,0	-35,8
1287,2	-33,5
1301,0	-37,8
1314,5	-37,1
1325,7	-37,3
1336,3	-41,0
1346,3	-37,9
1355,8	-41,6
1366,3	-41,9
1377,5	-41,4
1388,5	-44,9
1400,0	-41,6
1411,3	-45,4
1421,5	-44,9
1431,8	-44,6
1442,8	-48,0
1455,0	-45,1
1468,0	-48,5
1481,0	-48,2
1495,5	-47,5
1509,7	-51,4
1523,8	-48,6
1537,5	-52,5
1552,3	-51,4
1567,5	-51,6
1582,8	-55,3
1598,5	-52,6
1614,8	-56,8
1631,0	-56,0
1646,7	-55,8
1664,3	-59,4
1680,7	-56,7
1696,0	-60,7
1710,5	-60,7
1725,5	-60,5
1740,0	-64,1
1756,0	-61,5
1773,8	-64,7
1791,8	-64,9
1809,8	-64,5
1826,0	-67,7
1843,2	-65,3
1859,8	-68,7
1877,5	-69,0
1897,5	-68,3
1918,0	-71,9
1939,3	-69,0
1960,0	-72,3
1981,3	-72,5
2003,2	-71,6
2025,2	-75,9
2047,7	-73,0
2069,7	-75,4
2090,7	-75,9
2111,5	-74,4
2129,7	-78,5
2147,2	-75,5
2164,0	-78,0
2181,2	-78,4
2199,3	-77,0
2216,2	-80,4
2233,2	-77,3
2252,0	-80,4
2268,7	-80,8
2285,7	-78,5
2303,0	-82,7
2319,3	-79,3
2335,7	-82,0
2353,5	-82,3
2372,3	-80,6
2392,0	-84,6
2412,7	-81,4
2431,7	-83,5
2450,0	-84,1
2468,7	-81,7
2486,2	-85,6
2502,2	-82,5
2520,0	-84,5
2538,5	-85,0
2557,7	-82,7
2577,0	-87,1
2593,7	-83,8
2611,0	-85,5
2629,0	-86,7
2646,2	-83,7
2661,7	-87,7
2677,5	-84,6
2692,7	-86,6
2708,2	-87,3
2722,7	-84,6
2736,7	-88,2
2749,8	-85,4
2763,5	-87,1
2774,7	-87,6
2787,7	-85,0
2802,5	-89,1
2816,7	-85,9
2829,2	-87,4
2841,0	-88,5
2852,5	-85,4
2862,3	-89,7
2871,2	-86,9
2880,0	-88,2
2888,0	-88,6
2895,0	-86,1
2901,3	-89,5
2907,3	-86,9
2914,0	-88,0
2920,2	-89,0
2926,8	-86,2
2933,3	-89,7
2940,5	-87,0
2947,3	-88,0
2953,8	-89,0
2961,2	-86,5
2968,5	-90,2
2975,7	-87,6
2983,3	-88,1
2990,0	-89,8
2996,5	-86,8
3000,0	-90,4
3002,0	-87,7
3002,7	-88,2
3002,7	-89,9
3002,7	-86,6
3002,5	-90,1
3002,2	-87,9
3002,0	-88,7
3002,0	-89,8
3002,0	-86,9
3002,0	-90,5
3001,7	-87,3
3001,7	-88,5
3001,7	-90,2
3001,7	-87,1
3001,7	-90,3
3001,7	-88,3
3001,5	-88,5
3001,5	-90,0
3001,5	-87,1
3001,5	-90,2
3001,5	-88,2
3001,5	-88,5
3001,5	-90,2
3001,5	-87,0
3001,5	-90,3
3001,5	-88,3
3001,5	-88,4
3001,5	-89,8
3001,5	-86,9
3001,2	-90,3
3001,2	-88,2
3001,2	-88,2
3001,2	-89,8
3001,2	-87,5
3001,2	-90,0
3001,2	-88,5
3001,2	-88,3
3001,2	-90,2
3001,2	-87,6
3001,2	-90,3
3001,2	-88,2
3001,2	-88,4
3001,2	-90,2
3001,2	-86,8
3001,2	-90,3
3001,2	-88,1
3001,2	-88,5
3001,2	-89,7
3001,2	-87,4
3001,2	-90,5
3001,2	-88,0
3001,2	-88,1
3001,2	-90,4
3001,0	-87,2
3001,0	-90,3
3001,0	-88,3
