Intensidade de luz, canal A vsPosição angular, canais 1 e 2(&2), Série n.º 3
Posição angular, canais 1 e 2(&2) ( graus )	Intensidade de luz, canal A ( % do máx. )
308,5	-16,0
312,5	-18,2
316,8	-16,0
321,3	-18,6
325,8	-17,5
330,8	-17,3
336,2	-19,2
342,3	-17,1
348,5	-19,5
355,8	-18,6
362,8	-18,2
370,5	-20,0
377,3	-18,1
383,3	-20,0
389,0	-19,4
394,5	-18,9
399,8	-20,6
406,0	-18,0
412,5	-20,1
418,7	-19,0
424,2	-18,2
429,8	-19,5
435,5	-16,4
441,5	-18,6
447,0	-16,6
453,0	-15,1
458,8	-15,9
464,7	-12,7
471,0	-12,9
476,5	-10,9
482,5	-8,6
488,5	-9,0
494,2	-4,6
499,8	-4,7
504,8	-1,8
510,0	0,9
514,5	0,9
519,0	5,5
523,5	5,2
528,5	7,2
533,5	10,2
538,3	10,5
543,2	14,8
549,0	14,3
555,2	16,9
562,3	20,2
569,7	19,7
578,5	25,0
587,3	25,4
597,0	28,1
606,0	31,4
614,0	31,5
622,0	36,1
630,2	36,1
639,0	38,5
648,0	41,7
657,2	41,2
666,7	45,4
676,5	44,9
686,7	47,2
697,0	49,3
707,2	48,0
718,0	52,4
728,5	51,1
738,7	52,7
748,0	55,2
756,7	53,5
765,8	57,1
775,7	56,3
785,5	57,8
797,5	58,8
809,8	56,6
822,0	59,9
834,2	58,1
847,3	58,8
860,7	59,9
874,7	57,3
889,7	60,1
904,8	58,0
920,5	57,9
933,8	58,6
947,8	55,7
965,5	57,8
982,5	54,9
1000,7	54,0
1019,8	53,9
1038,5	50,2
1057,0	52,2
1074,7	49,3
1091,3	49,2
1108,3	49,2
1125,3	45,9
1142,0	46,7
1159,0	44,3
1176,3	43,6
1193,8	43,6
1212,0	39,9
1230,8	41,2
1249,8	38,2
1270,3	36,5
1291,3	36,6
1311,8	32,6
1332,3	33,4
1353,8	29,3
1374,0	27,8
1394,5	28,6
1416,5	23,9
1438,0	25,1
1458,3	22,4
1477,0	20,8
1494,8	20,8
1510,5	16,9
1524,7	18,5
1537,8	15,5
1550,5	14,7
1563,0	15,3
1574,8	12,2
1587,5	13,3
1600,0	11,1
1612,5	9,8
1626,0	10,6
1639,0	8,0
1653,0	8,7
1666,8	7,1
1680,3	5,7
1693,7	6,5
1707,2	3,3
1720,8	4,7
1734,0	2,7
1748,5	1,7
1761,5	2,4
1774,5	-0,3
1787,7	1,5
1801,0	-0,8
1814,3	-2,1
1827,8	-1,1
1842,5	-4,5
1856,8	-2,4
1871,7	-4,4
1886,8	-5,5
1902,3	-4,4
1918,0	-7,5
1933,7	-6,0
1949,7	-8,3
1966,3	-8,7
1981,0	-7,3
1997,0	-10,7
2012,5	-8,7
2028,5	-10,3
2044,5	-11,6
2061,3	-9,9
2078,0	-13,2
2093,7	-11,3
2109,3	-12,4
2124,2	-13,7
2139,8	-11,6
2154,7	-15,1
2169,5	-13,0
2184,2	-14,6
2197,7	-15,7
2212,0	-14,1
2225,0	-16,9
2238,2	-14,9
2253,2	-16,1
2269,3	-17,1
2287,5	-15,6
2307,5	-18,8
2328,0	-17,1
2349,5	-18,2
2371,7	-19,4
2392,8	-17,4
2411,7	-20,4
2430,5	-18,6
2449,0	-19,4
2466,2	-20,9
2483,2	-18,9
2500,5	-21,9
2519,0	-20,1
2537,7	-20,5
2555,7	-22,0
2573,7	-20,0
2594,0	-23,1
2614,3	-21,0
2632,5	-22,0
2651,0	-22,7
2669,3	-21,2
2687,0	-23,8
2705,2	-22,0
2725,5	-23,0
2746,2	-24,5
2767,0	-22,1
2788,5	-24,7
2808,5	-22,7
2827,5	-23,1
2845,7	-24,7
2863,0	-22,5
2877,5	-25,4
2890,5	-23,8
2902,7	-24,4
2914,2	-25,5
2926,5	-23,2
2939,5	-25,9
2955,5	-24,3
2972,5	-24,6
2985,7	-25,9
2999,3	-22,9
3012,5	-25,7
3024,7	-24,6
3037,0	-24,6
3048,3	-26,4
3060,0	-23,9
3072,0	-26,4
3083,5	-25,4
3094,8	-25,3
3106,0	-26,9
3118,3	-24,6
3130,0	-27,2
3142,3	-25,7
3155,2	-25,7
3168,2	-27,1
3181,0	-25,0
3192,7	-27,3
3203,0	-26,0
3213,0	-25,4
3221,7	-27,6
3230,5	-24,8
3239,7	-27,5
3248,2	-26,3
3256,0	-25,9
3263,5	-27,2
3270,0	-25,1
3276,0	-27,7
3282,5	-26,2
3288,3	-25,7
3293,2	-27,9
3299,5	-25,4
3305,2	-28,1
3309,5	-26,5
3313,5	-26,0
3316,3	-28,0
3315,7	-25,4
3315,2	-27,4
3315,0	-26,7
3314,7	-25,9
3314,7	-27,5
3314,5	-25,1
3314,5	-27,2
3314,5	-26,9
3314,5	-25,9
3314,5	-28,0
3314,3	-25,3
3314,3	-27,9
3314,3	-26,9
3314,3	-25,7
3314,3	-27,7
3314,3	-25,7
3314,3	-27,3
3314,0	-26,5
3314,0	-25,7
3314,0	-28,1
3314,0	-25,7
3314,0	-27,2
3314,0	-26,7
3314,0	-25,9
3314,0	-28,1
3314,0	-25,7
3314,0	-27,2
3314,0	-26,7
3314,0	-25,9
3314,0	-28,0
